Time elapsed was 593674ns or 0.000593674s
Time elapsed was 2106378ns or 0.002106378s
Time elapsed was 574541ns or 0.000574541s
Time elapsed was 509817ns or 0.000509817s
Time elapsed was 545594ns or 0.000545594s
Time elapsed was 436080ns or 0.000436080s
Time elapsed was 791994ns or 0.000791994s
Time elapsed was 483684ns or 0.000483684s
Time elapsed was 439032ns or 0.000439032s
Time elapsed was 330443ns or 0.000330443s
