Time elapsed : 336793037ns or 0.336793037s
Time elapsed : 284706516ns or 0.284706516s
Time elapsed : 350088363ns or 0.350088363s
Time elapsed : 291352429ns or 0.291352429s
Time elapsed : 282300254ns or 0.282300254s
Time elapsed : 303980787ns or 0.303980787s
Time elapsed : 299183919ns or 0.299183919s
Time elapsed : 298833472ns or 0.298833472s
Time elapsed : 309648101ns or 0.309648101s
Time elapsed : 295663004ns or 0.295663004s
