Time elapsed was 63ns or 0.000000063s,,63
Time elapsed was 76ns or 0.000000076s,,76
Time elapsed was 243ns or 0.000000243s,,243
Time elapsed was 329ns or 0.000000329s,,329
Time elapsed was 294ns or 0.000000294s,,294
Time elapsed was 287ns or 0.000000287s,,287
Time elapsed was 47ns or 0.000000047s,,47
Time elapsed was 129ns or 0.000000129s,,129
Time elapsed was 50ns or 0.000000050s,,50
Time elapsed was 255ns or 0.000000255s,,255
,,
,,177.3
